Course	Room	Teacher	Time	Students
36	STO18	17	46	890
549	HLS108	77	34	3 7 12 70 184 232 288 372 428 445 471 554 555 684 694 711 714 783 824 905 912 1066 1069 1073 1080 1166
39	WDS	317	35	359 549 568 659 838 1139
553	HLL7	85	46	103 118 200 269 281 448 732 739 780 802 867 1003
554	LNKL205	19	17	384 616 1172
45	HLS109	179	31	50 63 143 195 208 259 388 399 472 496 556 570 589 614 619 696 718 768 923 958 968 983 1071 1111 1145 1164
605	GST101	196	23	780 984
560	HLS11	54	31	93 327 459 994 1135
563	STOAUD	261	25	12 26 35 154 170 258 282 318 335 380 385 436 537 647 656 662 716 759 767 823 861 933 978 981 1010 1037 1060 1079 1103 1125 1127 1128 1177
52	HLL107	304	25	175 256 464 552 553 577 703 915 1061
53	MAGILLHVID	36	35	154
692	ESTW309	330	25	53 186 195 303 331 371 450 625 642 674 679 721 734 787 939 1007 1028 1030 1059 1102
58	HLS109	157	35	41 53 88 140 203 287 342 430 479 595 665 670 680 786 843 886 967 1024 1053 1062 1179
59	STO16	196	34	75 780 802
60	HLS108	127	21	144 215 336 403 468 888 894 1170
573	SHA410	296	46	147 245 247 356 406 410 431 477 518 522 539 543 567 779 798 816 913 918 934 953 1005 1012 1016 1045 1074 1117 1144 1176
62	SHA410	87	14	91 108 113 137 157 198 241 379 395 418 522 532 565 710 712 749 810 832 833 884 929 983 1011 1068 1102 1164
63	SHA410	31	35	50 103 218 406 418 422 459 472 478 519 586 620 768 830 923 1005 1012 1016 1033 1043 1063 1068 1089 1109 1135 1143 1144 1176
576	CHSAUD	68	25	56 77 182 455 528 622 762 769 853 859 860 868 1041 1157
577	STO10	196	14	27 211 283 848 903 925 1135 1169
684	ESTW309	261	31	8 10 43 76 202 357 363 456 549 606 635 721 722 723 724 775 787 793 1044 1094
68	ESTW115	180	35	607 796
69	HLS108	62	23	8 77 185 258 321 357 372 383 422 712 861 950 958 990 1063 1107
72	CHS101	21	46	14 49 150 396 451 498 675 744 786 898 955 996
585	SHAAUD	97	25	40 52 55 58 62 83 113 131 179 191 243 291 334 343 360 365 424 430 459 498 539 667 799 819 910 911 959 1013 1032 1072 1141 1185
565	HLS109	273	17	42 91 148 153 169 175 279 464 508 648 660 720 894 1001 1067 1128
590	CHSAUD	39	14	5 22 38 66 170 414 447 592 766 895 1017 1103 1120 1162 1175 1183
79	HLL6	14	34	196 461 463 900 952
81	STO207	174	17	557 874 926 1177
84	WDS	143	31	100 119 311 323 442 560 730 1062
89	STO10	159	34	71 183 645 741 1000 1059
91	ESTW307	43	17	20 28 55 119 190 211 260 285 432 490 509 535 570 637 816 825 887 917 921 942 1008 1035 1091
93	SHA217	248	25	418 422 533 666 773 800 909 997 1068
606	HLL7	180	23	160 345 667 763 817 852 873 963 1014 1038
98	SHA410	4	34	4 19 22 49 122 124 133 179 209 222 254 403 409 469 485 603 626 817 830 855 910 935 987 1013 1074 1093 1134
611	GST101	251	17	90 180 299 559 577 586 685 756 863 1138
612	CHS104	205	35	175 234 464 470 515 703 1061
613	OBS	202	25	402 643 792 943
102	HLL201	90	31	568 794
615	SHAAUD	134	14	89 100 155 161 166 192 203 239 243 277 296 357 415 623 638 659 670 704 705 807 843 846 961 1042 1074 1080 1163
106	CHS101	188	34	63 96 109 393 511 569 586 587 697 773 908 968 1047 1157
108	HLS108	105	46	1 48 115 127 176 181 312 333 337 416 468 474 510 525 599 659 679 951 961 975 1022 1128 1185
110	STO102	62	35	64
111	HLL107	153	34	1 213 273 335 392 595 648 687 758 871 999 1075
115	SHAAUD	97	23	84 131 133 149 155 190 206 212 223 255 354 399 530 579 590 638 650 702 726 818 829 921 989 1041 1057 1105
629	MAGILLMR	104	35	334 822
118	STO16	110	35	132 136 540 654 878 994 1096
631	SHA410	225	25	115 147 159 196 208 261 283 395 439 477 518 519 589 664 668 692 697 698 742 836 883 977 985 1005 1033 1045 1174
632	STOAUD	134	31	5 19 34 38 39 68 110 116 139 162 165 174 210 229 318 342 364 368 386 403 413 453 455 461 467 481 500 520 585 613 669 678 679 738 740 750 776 820 836 939 957 992 1025 1026 1028 1031 1039 1057 1058 1064 1092 1120 1139
121	CHSAUD	41	23	20 47 129 251 252 501 633 647 724 874 1064
123	CHS104	170	46	129 225 334 534 835 907 1073
124	STO119	297	17	13 433 569 579 737
618	ESTW307	4	25	10 11 18 36 79 169 199 224 270 306 337 377 413 527 580 724 750 793 801 824 992 1024 1031 1064 1129 1136
127	HLS105	127	40	133 165 188 209 272 282 436 502 702 713 823 978
128	SHA217	87	40	93 102 347 435 666 1144 1176
129	STO16	118	25	27 375 616 780 1003 1150
132	HLL7	320	17	197 337 465 592 715 732 755 808 844 897 1051 1147
133	HLS204	27	31	142 218 347 1063
134	HLL107	160	14	72 207 598 600 669 698 718 889 906 1008 1018
136	GST102	132	35	167 790 984
620	STO14	71	25	74 631
651	HLS105	296	53	
140	LNKL205	311	46	563 751
655	HLS204	50	17	247 522 567 913 1140 1144
144	HLS109	165	23	83 266 302 465 482 548 562 564 648 805 978 998
536	STO10	118	35	118 317 375 616 739 780 802 1003 1150
147	SHA217	73	34	178 435 462 525 634 646 663 1068
149	SHA412	292	46	313 422 770 869 967
662	OBS	248	35	102 548 556 572 781 1149
664	HLL106	196	31	32 739 828 1002
665	HLL107	323	40	238 240 374 561 654 785 835 856 958 1102 1182
704	SHAAUD	318	17	43 44 163 204 206 240 364 365 371 377 405 408 429 443 542 544 606 623 653 658 699 740 758 783 854 880 891 1023 1044 1046 1049 1058 1114 1127 1162
669	HLS108	224	14	95 126 151 153 169 306 411 475 480 508 514 521 552 648 660 894 1001 1025 1086 1118
158	STO14	71	46	265 570 843 880
709	HLS109	56	53	
160	STOAUD	2	53	
163	ESTW309	82	34	88 120 125 140 219 284 349 350 367 506 654 676 708 873 958 976 1098 1172
165	ROB7	105	35	135
679	GIACSWAN	282	46	237 915
172	STOAUD	257	34	9 35 43 44 47 127 170 190 210 253 255 290 467 495 542 584 609 614 638 647 656 662 861 891 924 1022 1053 1092 1161 1162 1183
686	GST101	77	25	16 300 659 902 1078 1146 1154
175	LNKL309	166	35	315 682 1169
177	HLL112	17	35	217 743 793 940
548	ESTW307	107	31	46 106 159 164 230 250 332 343 355 410 491 551 600 601 645 664 671 672 697 741 810 821 841 883 893 949 988 998 1000 1054 1110 1140 1160
627	HLL106	112	46	220 223 438 735
180	HLS11	48	46	17 592 704 722
181	CHS101	18	28	53 106 203 269 282 311 394 555 730 1174
184	CHS101	76	17	54 181 185 363 453 659 872 884 966 975 1116 1150 1184
188	HLL107	39	17	189 281 292 319 474 505 528 707 889 932 1085
533	GST102	320	46	244 417 1130
192	HLS105	26	31	44 53 54 65 121 129 173 265 268 273 290 320 330 416 417 466 486 782 789 827 872 1014 1024 1108 1122 1137 1167 1171
194	SHAAUD	292	53	
707	WDS	196	17	118 283 739 903 925 943 952 1169
197	LNKL205	11	35	289 812 1019
199	STO16	239	17	122 135 151 479 688 745 910 1139
202	STOAUD	167	17	12 26 39 70 87 174 188 199 236 252 258 326 335 381 403 421 423 470 523 524 534 540 543 587 602 609 624 626 631 633 654 662 678 779 867 885 901 973 1061 1076 1092 1121 1129 1171
204	HLS105	54	46	33 41 102 126 137 241 303 321 379 383 384 401 565 580 593 701 712 858 864 909 997 1107 1145
717	ESTW309	182	28	76 144 176 216 249 262 263 275 330 511 550 826 1024 1026 1161
718	OBS	202	46	75 204 544 676 889
720	HLS109	95	34	29 64 171 202 223 311 379 417 549 623 627 748 775 789 822 940 951 1050 1099 1148
209	STOAUD	230	23	2 10 139 165 192 209 213 290 398 438 542 591 594 602 635 767 792 915 954 1002 1026 1049 1076 1088 1113 1136 1164
213	SHA217	282	31	42 237 279 341 382 475 480 521 640 803 809 990 1090
214	HLS204	241	46	452 711 982 1169
217	SHA410	146	28	215 283 425 483 536 554 590 635 650 723 740 762 829 851 880 894 999 1037 1063
731	HLL6	228	25	99 128 194 298 835 892 1098
732	STO207	68	46	97 171 319 1179
222	GST102	195	31	29 1179
223	UN114	170	35	141 222 1071
224	CHSAUD	18	17	98 165 182 213 232 235 366 372 430 502 504 598 663 1088
737	ESTW309	119	53	
228	WDS	237	46	253 349 392 627 639 983
741	HLS105	196	21	241 309 719 749 800 964 1018
746	STO14	218	35	186 565 655 857 1159 1180
235	SHA217	195	23	69 79 348 435 494 744 1036 1047
236	HLS105	74	23	109 130 268 309 468 492 613 658 766 774 783 833 905 951 1104
238	HLS109	232	40	79 107 217 275 350 517 549 665 791 878 964 1049
239	SHAAUD	133	28	104 108 234 274 295 374 391 410 497 510 516 589 615 666 753 779 781 812 911 922 1081
240	LNKL309	329	17	186 446 790
244	CHS104	320	34	643 715
603	CHSAUD	85	40	16 237 315 367 438 544 655 859 860 941 982 1094
249	LNKL309	133	31	855
251	SHA412	230	17	333 342 526 547 560 936 941
253	HLL112	146	17	349 778 1151 1167
641	HLS11	196	25	118
267	CHS101	116	40	76 121 249 326 348 716 724 782 951 1037 1042
268	ESTW309	54	17	102 113 321 376 379 478 666 712 768 858 909 923 1089 1145
557	STO14	187	31	132 437 822 936 986
687	ESTW307	43	21	23 69 361 683 744 985 1011 1084 1145 1174
276	TAYD	186	35	947
277	GST101	272	34	303 426 720 1051 1071 1078
729	STOAUD	0	18	
282	HLS105	122	14	13 92 111 193 301 433 489 490 703 714 731 737 847 881 928 973 1031 1131 1136
283	GIACSWAN	71	35	242 603 835
290	HLL6	153	17	294 352 545 665 711 788 988 1097 1146
292	OBS	316	31	74 242 603 646 720
295	STOAUD	145	14	25 104 181 197 249 254 302 363 420 428 455 498 520 542 546 629 650 699 741 758 787 806 864 874 911 960 966 996 1114 1161
297	SHA410	38	53	
302	ESTW307	192	53	
305	HLS105	67	34	78 89 142 143 201 218 310 337 371 486 508 513 604 610 644 746 755 807 870 925 1120
308	SHAAUD	304	46	51 67 95 101 138 148 153 158 180 189 232 236 256 307 328 353 381 411 464 470 493 505 528 532 558 561 633 660 707 756 774 795 797 863 924 980 991 1039 1072 1083 1086 1108 1121 1129 1138 1171
309	HLL6	300	46	21 139 143 346 391 443 456 591 677 747
310	UN111	199	35	159
311	HLS105	241	28	130 221 253 258 328 348 392 546 553 759 768 898 929 1002 1076 1078
312	STO10	237	23	318 328 474 553 881 898 1154
313	STOAUD	188	35	3 4 7 9 11 13 16 35 43 47 158 181 204 206 214 226 233 255 285 288 296 304 313 377 380 398 408 443 451 463 467 468 481 489 527 531 536 554 583 584 585 588 591 624 626 642 671 673 689 693 732 734 753 754 776 813 829 851 926 927 981 1001 1008 1010 1022 1026 1028 1042 1066 1114 1116 1132 1162 1173
315	HLL107	232	23	33 105 210 546 574 733 825 993 1009
318	HLL7	269	28	292 414 433 874 906 934 1099 1155
319	HLS108	238	40	9 114 483 518 558 779 806 821 922 1031 1139 1149 1155
321	SHA410	276	23	39 104 114 189 346 477 486 528 559 673 703 722 739 770 798 806 807 813 970 1017 1032 1099 1111 1173 1174 1182
322	HLS108	0	53	
323	HLL7	44	34	2 15 85 91 144 438 487 602 745 776 823 898 1058
324	HLL112	189	46	135 221 976
325	HLS11	48	17	166 380 486 591 807 836
327	STO10	98	31	291 539 641 751 769 799 860 888 967 982 1102
328	SHAAUD	212	35	33 57 58 83 85 105 120 142 149 171 264 267 303 350 365 366 373 384 477 526 630 674 730 733 756 789 870 897 910 911 916 971 1029 1041 1087 1158
333	SHA213	325	35	235
336	CHS101	28	23	285 385 622 679 693 700 776 912 1093 1175
341	HLS108	257	17	25 34 158 288 466 471 481 503 588 651 713 743 747 775 834 957 1021 1080 1094 1118 1156 1170
344	HLS108	248	31	91 107 108 152 196 393 418 484 490 499 530 533 538 572 666 763 773 800 864 877 879 887 908 909 915 971 987 997 1047 1093 1127 1156
740	HLL107	159	46	45 159 164 250 305 463 531 636 837 1110 1123 1172
347	CHSAUD	19	28	375 420 439 658 789 857 882 902 907 964 984 1044
350	SHA217	88	17	21 128 176 249 330 348 451 498 670 993 996
352	CHS101	182	25	112 266 290 333 485 743 856 955 986 1071
355	HLL7	83	40	124 224 425 453 492 590 754 966 1017 1039 1177
359	GIACSWAN	137	31	
360	HLS109	124	28	86 89 132 143 214 228 276 310 401 485 540 676 742 827 839 1034
572	GST101	267	35	62 145 246 361 412 661 681 1021 1098
363	SHAAUD	189	21	38 54 138 280 466 548 588 626 725 726 768 864 895 908 928 945 1151
365	SHAAUD	192	34	146 147 235 245 395 431 444 460 518 519 539 543 575 673 698 709 798 834 883 918 934 977 985 1007 1016 1032 1033 1045 1143
370	CHSAUD	318	34	10 39 72 86 174 227 246 401 412 510 717 718 868 984 1109 1115
659	ESTW307	180	14	7 8 65 69 127 130 133 147 182 212 224 389 503 536 558 625 644 686 722 827 839 936
574	CHS101	85	14	16 237 315 438 450 643 664 792 860 982 1055 1094 1140
374	HLS108	168	35	5 24 51 297 302 321 364 381 393 399 455 606 608 715 735 738 746 800 853 877 960 973 974 1039 1091
375	ESTW309	185	14	124 274 316 360 408 459 525 627 653 663 672 676 781 817 828 853
377	STO10	323	17	112 134 168 291 751 799 890 959 1014 1072
378	STO10	207	40	187 256 426 577 833
385	HLS109	245	46	28 39 56 104 162 385 439 461 601 606 699 708 807 820 839 902 933 938 970 1060
386	STOAUD	201	40	55 190 191 205 259 376 377 429 432 487 650 652 670 694 769 832 921 985 1088 1113 1163
747	SHA217	166	46	37 112 272 330 369 436 501 576 688 771 781 993
388	HLS109	15	14	123 245 387 477 567 651 665 675 691 757 777 917 1036 1051 1081 1095 1124 1178
736	UN114	311	31	583
395	HLL6	241	35	59 194 320 417 452 902 1148 1154
396	GST103	330	35	15 896
399	CHSAUD	293	31	22 66 67 78 297 483 633 728 735 737 881 896 905 1043 1104 1136 1150 1183
401	HLL107	14	28	326 415 636 1122
610	HLL106	179	17	77 533 620 763 983
406	HLL201	317	17	57 94 346 785
407	CHS104	239	25	278 287 869 952 1151 1167
408	SHA412	21	35	74 79 150 163 494 517
580	HLL112	1	31	485 743 890
411	GST101	56	31	82 183 231 292 307 319 505 797 995 1038 1085
412	SHA410	27	17	6 24 72 109 152 222 225 259 298 347 370 388 431 445 484 496 500 511 517 537 555 604 608 664 710 746 824 908 929 971 1005 1047 1111
581	OBS	254	17	255 454 536 722 767 777 1157
416	HLL7	169	14	57 88 152 168 218 310 388 709 799 824 956 1158
432	WDS	54	25	160 619 946 962
433	CHS101	61	31	264 281 361 390 514 569 608 620 634 788 849 862 932 1154
436	ESTW309	297	35	87 183 187 189 231 281 292 307 319 474 528 577 707 797 859 889 932 995 1038 1083 1085
437	STO16	132	46	30 368 437 550 641 791 832 1068 1163
438	STO18	323	35	95 101 1050
439	ESTW309	61	40	297 313 324 537 594 618 656 728 738 755 929 1025
440	HLL107	171	35	173 349 389 390 815 900 976 1056 1126
442	SHA412	300	31	221 346 384 582 688 910 924
443	HLL201	90	46	298 680 896
444	SHA217	75	35	483 509 563 855 933 937 962 1027 1155
445	HLS105	88	25	14 20 22 48 101 129 203 238 446 502 574 598 602 872 928 947 999 1023 1040 1131 1132 1155
454	ESTW307	290	46	62 86 89 123 145 246 275 294 320 389 540 615 655 661 681 695 742 788 815 852 900 1034 1056 1109 1112 1159 1180
714	HLS108	67	25	1 47 68 81 185 202 227 268 423 456 599 695 701 704 736 755 806 813 884 926 927 937 940 1073 1120 1122
457	SHAAUD	46	40	65 66 162 192 199 212 225 399 441 510 625 675 678 725 749 771 792 954 987 1066
458	HLS109	276	25	9 93 114 168 207 223 276 367 406 444 557 620 709 771 821 841 849 1052 1111 1139 1161 1164
459	STO16	7	31	41 192 216 272 544 623 920 1049 1051
460	ESTW307	71	23	49 221 233 263 310 342 534 636 657 676 684 686 725 823 939 965 1070 1128 1153 1183
462	GST101	238	46	271 295 367 390 446 557 849 855 922 1052 1149
466	ESTW307	266	40	94 254 340 341 370 447 448 486 503 527 614 630 726 919 934 950 1016
675	HLL7	76	35	28 188 197 202 273 537 546 560 795 827 868 961 1060 1073
474	HLS204	189	35	501 545 705 752 1078
476	ESTW309	254	23	3 116 191 312 387 762 782 801 872 1132 1150 1156
477	STO10	233	25	51 90 267 289 315 421 624
478	SHAAUD	33	31	4 9 13 17 37 90 111 125 127 141 184 215 275 280 359 423 425 447 479 507 508 592 631 637 687 698 752 756 777 813 847 885 891 894 895 912 975 1046 1069 1113 1165 1184
479	CHS101	329	35	66 68 124 240 328 386 387 415 423 717 989 1044 1046 1165
481	SHA410	259	40	36 101 126 300 304 306 419 421 516 559 617 632 820 991 1040 1057 1086 1138 1171
482	LNKL205	294	31	186
483	STO119	218	31	2 695 854 956
484	HLL7	30	25	6 70 336 416 419 885 920 965 1034 1175
487	ESTW307	78	28	209 355 404 406 466 506 513 708 772 791 832 838 888 953 1053 1117 1135 1159
489	SHA217	43	14	31 404 437 697 811 838 886 1091 1117
492	SHA412	101	25	275 641 788 967
495	STO119	29	35	119 207 311 356 866
500	HLS105	137	35	71 148 248 332 340 355 367 410 506 551 645 664 672 697 709 893 998 1000 1054 1059 1140 1160
545	CHS104	228	17	264 568 628 684 701 717 857 916
502	STO119	259	46	419 425 803 1040
596	STO301	30	35	748 922 1075
689	LNKL309	36	46	15 572 854
